artist_id,artist_name,genres,followers,popularity
5ictveRyhWRs8Gt8Dvt1hS,The Front Bottoms,"['asbury park indie', 'emo', 'new jersey indie', 'pov: indie']",788351,64
3oDbviiivRWhXwIE8hxkVV,The Beach Boys,"['baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter', 'sunshine pop']",4665074,73
0blbVefuxOGltDBa00dspv,LiSA,"['anime', 'anime rock', 'j-pixie', 'j-pop']",3219597,68
32WkQRZEVKSzVAAYqukAEA,Lady A,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",3691970,67
3KV3p5EY4AvKxOlhGHORLg,Jeremih,"['chicago rap', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",6707619,75
55Aa2cqylxrFIXC767Z865,Lil Wayne,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",15375613,87
1fYdgyGBrMIEML5cuo5FpZ,Natasha Mosley,['pop r&b'],68094,57
2kHxkdiKCSnHMkhIgFBZaI,Kristen Bell,['movie tunes'],126718,66
6kHu5ICQRBZdsAHjAjQlmp,Agatha Lee Monn,['movie tunes'],4240,55
5Kkhk21siwbW3BfZUwpykJ,Katie Lopez,['movie tunes'],3542,55
6S2OmqARrzebs0tKUEyXyp,Demi Lovato,"['pop', 'post-teen pop']",26737158,78
4m4SfDVbF5wxrwEjDKgi4k,Cher Lloyd,"['dance pop', 'pop', 'post-teen pop', 'talent show']",2605400,60
6jJ0s89eD6GaHleKKya26X,Katy Perry,['pop'],34661405,87
163tK9Wjr9P9DmM0AVK7lm,Lorde,"['art pop', 'metropopolis', 'nz pop', 'pop']",10062043,78
6p5JxpTc7USNnBnLzctyd4,Phillip Phillips,"['folk-pop', 'neo mellow', 'pop rock']",1123353,61
3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,"['modern rock', 'pop', 'pov: indie', 'rock']",24738164,84
3HykQi5PlnOTB8tjm11KkK,Tmsoft’s White Noise Sleep Sounds,['sleep'],14394,55
5FhcqamaRFfpZb4VHV47fu,Kikuo,"['japanese electropop', 'pov: indie']",1147203,62
06bDwgCHeMAwhgI8il4Y5k,Set It Off,"['electropowerpop', 'otacore', 'pixie', 'pov: indie']",993632,67
0PlJKkYgy1TSV15E2cHefn,Ash Costello,[],8395,53
3CygdxquGHurS7f9LjNLkv,Little Big Town,"['contemporary country', 'country', 'country dawn', 'country road']",2808387,63
6nS5roXSAGhTGr34W6n7Et,Disclosure,"['edm', 'house', 'indietronica', 'uk dance']",2243714,77
14L5rpGTLVUz1pD8fUeJB1,Eliza Doolittle,['lilith'],158451,69
6nxWCVXbOlEVRexSbLsTer,Flume,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'indietronica']",2461993,72
1PbBg2aYjWLKRk84zJK15x,Echosmith,"['electropop', 'indie poptimism', 'viral pop']",607313,59
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,"['r&b', 'rap', 'urban contemporary']",7234552,83
540vIaP2JwjQb9dm3aArA4,DJ Snake,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",8871518,79
7sfl4Xt5KmfyDs2T3SVSMK,Lil Jon,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'old school atlanta hip hop', 'pop rap', 'southern hip hop', 'trap']",1619402,75
6roFdX1y5BYSbp60OTJWMd,Tim McGraw,"['contemporary country', 'country', 'country road']",4651660,74
06HL4z0CvFAxyc27GXpf02,Taylor Swift,['pop'],123544806,100
0u2FHSq3ln94y5Q57xazwf,Keith Urban,"['contemporary country', 'country', 'country road']",5175177,71
085pc2PYOi8bGKj0PNjekA,will.i.am,"['dance pop', 'pop']",4211056,75
26dSoYclwsYLMAKD3tpOr4,Britney Spears,"['dance pop', 'pop']",15345716,83
0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,"['indietronica', 'metropopolis', 'pop', 'uk pop']",12592500,80
6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",116502914,89
7avo0PmlW8O1YLEt9DnWQT,Studio Killers,[],259667,55
00FQb4jTyendYWaN8pK0wa,Lana Del Rey,"['art pop', 'pop']",40583711,92
4Wjf8diP59VmPG7fi4y724,Cedric Gervais,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",106951,66
0nmQIMXWTXfhgOBdNzhGOs,Avenged Sevenfold,['alternative metal'],8841049,78
4AcHt3JxKy59IX7JNNlZn4,Fitz and The Tantrums,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'pov: indie']",942439,68
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",24713140,87
3Oim8XBPbznAa8Jj8QzNc8,Cults,"['experimental pop', 'indie surf', 'pov: indie']",954909,72
4vpGVGgxSDcCTmqYbsOnsn,Amber Coffman,['art pop'],20634,65
4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator","['hip hop', 'rap']",16512648,87
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,"['dance pop', 'pop']",4827986,81
